World_bank_income_group,Region,Country,ISO3,Income_Quantiles,Indicator,DQQ_question,Unit,Year,Start_Date,End_Date,Mean_prevalence,Lower_95_CI,Upper_95_CI
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,All-5,NA,Percentage,2022,08_09_2022,19_10_2022,53.92,43.67,64.01
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,All-5,NA,Percentage,2022,08_09_2022,19_10_2022,42.14,32.84,51.74
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,All-5,NA,Percentage,2022,08_09_2022,19_10_2022,46.48,37.69,55.38
Upper middle,Europe and Central Asia,Armenia,ARM,All,At least one vegetable,NA,Percentage,2022,08_09_2022,19_10_2022,92.76,90.88,94.43
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,At least one vegetable,NA,Percentage,2022,08_09_2022,19_10_2022,89.14,84.44,93.08
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,At least one vegetable,NA,Percentage,2022,08_09_2022,19_10_2022,91.73,86.3,95.89
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,At least one vegetable,NA,Percentage,2022,08_09_2022,19_10_2022,96.45,93.06,98.74
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,At least one vegetable,NA,Percentage,2022,08_09_2022,19_10_2022,92.21,86.76,96.31
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,At least one vegetable,NA,Percentage,2022,08_09_2022,19_10_2022,94.25,88.37,98.15
Upper middle,Europe and Central Asia,Armenia,ARM,All,At least one fruit,NA,Percentage,2022,08_09_2022,19_10_2022,89.57,86.71,92.12
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,At least one fruit,NA,Percentage,2022,08_09_2022,19_10_2022,92.64,86.38,97.09
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,At least one fruit,NA,Percentage,2022,08_09_2022,19_10_2022,85.73,78.97,91.36
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,At least one fruit,NA,Percentage,2022,08_09_2022,19_10_2022,90.23,84.18,94.95
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,At least one fruit,NA,Percentage,2022,08_09_2022,19_10_2022,91.83,86.53,95.9
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,At least one fruit,NA,Percentage,2022,08_09_2022,19_10_2022,87.48,80.87,92.85
Upper middle,Europe and Central Asia,Armenia,ARM,All,"At least one pulse, nut, or seed",NA,Percentage,2022,08_09_2022,19_10_2022,49.91,45.22,54.6
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,"At least one pulse, nut, or seed",NA,Percentage,2022,08_09_2022,19_10_2022,48.07,37.42,58.81
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,"At least one pulse, nut, or seed",NA,Percentage,2022,08_09_2022,19_10_2022,47.66,38.34,57.07
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,"At least one pulse, nut, or seed",NA,Percentage,2022,08_09_2022,19_10_2022,58.11,47.34,68.51
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,"At least one pulse, nut, or seed",NA,Percentage,2022,08_09_2022,19_10_2022,46.65,36.23,57.22
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,"At least one pulse, nut, or seed",NA,Percentage,2022,08_09_2022,19_10_2022,49.12,39.77,58.51
Upper middle,Europe and Central Asia,Armenia,ARM,All,At least one animal-source food,NA,Percentage,2022,08_09_2022,19_10_2022,97.25,95.65,98.5
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,At least one animal-source food,NA,Percentage,2022,08_09_2022,19_10_2022,92.62,85.69,97.39
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,At least one animal-source food,NA,Percentage,2022,08_09_2022,19_10_2022,96.95,92.09,99.57
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,At least one animal-source food,NA,Percentage,2022,08_09_2022,19_10_2022,97.99,94.79,99.71
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,At least one animal-source food,NA,Percentage,2022,08_09_2022,19_10_2022,98.77,96.61,99.87
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,At least one animal-source food,NA,Percentage,2022,08_09_2022,19_10_2022,99.87,99.52,100
Upper middle,Europe and Central Asia,Armenia,ARM,All,At least one starchy staple food,NA,Percentage,2022,08_09_2022,19_10_2022,97.52,96.1,98.62
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,At least one starchy staple food,NA,Percentage,2022,08_09_2022,19_10_2022,98.27,95.33,99.79
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,At least one starchy staple food,NA,Percentage,2022,08_09_2022,19_10_2022,96.68,92.3,99.27
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,At least one starchy staple food,NA,Percentage,2022,08_09_2022,19_10_2022,97.05,93.1,99.37
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,At least one starchy staple food,NA,Percentage,2022,08_09_2022,19_10_2022,98.38,95.61,99.8
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,At least one starchy staple food,NA,Percentage,2022,08_09_2022,19_10_2022,97.24,93.17,99.52
Upper middle,Europe and Central Asia,Armenia,ARM,All,Baked or grain-based sweets,DQQ11,Percentage,2022,08_09_2022,19_10_2022,51.79,47.56,56.01
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Baked or grain-based sweets,DQQ11,Percentage,2022,08_09_2022,19_10_2022,43.56,34.46,52.88
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Baked or grain-based sweets,DQQ11,Percentage,2022,08_09_2022,19_10_2022,50.7,41.57,59.81
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Baked or grain-based sweets,DQQ11,Percentage,2022,08_09_2022,19_10_2022,53.38,43.85,62.79
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Baked or grain-based sweets,DQQ11,Percentage,2022,08_09_2022,19_10_2022,57.2,48.16,65.99
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Baked or grain-based sweets,DQQ11,Percentage,2022,08_09_2022,19_10_2022,54.05,45.76,62.23
Upper middle,Europe and Central Asia,Armenia,ARM,All,Cheese,DQQ14,Percentage,2022,08_09_2022,19_10_2022,83.5,80.13,86.61
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Cheese,DQQ14,Percentage,2022,08_09_2022,19_10_2022,79.55,71.04,86.9
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Cheese,DQQ14,Percentage,2022,08_09_2022,19_10_2022,82.45,76,88.08
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Cheese,DQQ14,Percentage,2022,08_09_2022,19_10_2022,85.98,79.57,91.35
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Cheese,DQQ14,Percentage,2022,08_09_2022,19_10_2022,85.69,80.91,89.88
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Cheese,DQQ14,Percentage,2022,08_09_2022,19_10_2022,83.81,77.45,89.3
Upper middle,Europe and Central Asia,Armenia,ARM,All,Citrus,DQQ9,Percentage,2022,08_09_2022,19_10_2022,9.05,5.95,12.72
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Citrus,DQQ9,Percentage,2022,08_09_2022,19_10_2022,3.26,1.14,6.4
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Citrus,DQQ9,Percentage,2022,08_09_2022,19_10_2022,14.63,7.33,23.91
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Citrus,DQQ9,Percentage,2022,08_09_2022,19_10_2022,7.56,2.68,14.63
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Citrus,DQQ9,Percentage,2022,08_09_2022,19_10_2022,9.01,3.76,16.23
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Citrus,DQQ9,Percentage,2022,08_09_2022,19_10_2022,10.65,4.28,19.43
Upper middle,Europe and Central Asia,Armenia,ARM,All,Dairy,NA,Percentage,2022,08_09_2022,19_10_2022,90.08,87.35,92.52
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Dairy,NA,Percentage,2022,08_09_2022,19_10_2022,85.83,77.96,92.19
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Dairy,NA,Percentage,2022,08_09_2022,19_10_2022,87.98,81.4,93.28
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Dairy,NA,Percentage,2022,08_09_2022,19_10_2022,90.71,84.5,95.47
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Dairy,NA,Percentage,2022,08_09_2022,19_10_2022,91.22,86.44,95.05
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Dairy,NA,Percentage,2022,08_09_2022,19_10_2022,94.65,90.35,97.74
Upper middle,Europe and Central Asia,Armenia,ARM,All,Dark green leafy vegetables,DQQ6,Percentage,2022,08_09_2022,19_10_2022,29.86,25.87,34.01
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Dark green leafy vegetables,DQQ6,Percentage,2022,08_09_2022,19_10_2022,32.71,24.67,41.3
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Dark green leafy vegetables,DQQ6,Percentage,2022,08_09_2022,19_10_2022,29.23,20.5,38.81
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Dark green leafy vegetables,DQQ6,Percentage,2022,08_09_2022,19_10_2022,22.64,14.92,31.45
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Dark green leafy vegetables,DQQ6,Percentage,2022,08_09_2022,19_10_2022,28.75,19.92,38.48
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Dark green leafy vegetables,DQQ6,Percentage,2022,08_09_2022,19_10_2022,35.94,28.09,44.19
Upper middle,Europe and Central Asia,Armenia,ARM,All,Deep fried foods,DQQ24,Percentage,2022,08_09_2022,19_10_2022,25.62,20.7,30.89
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Deep fried foods,DQQ24,Percentage,2022,08_09_2022,19_10_2022,26.61,19.63,34.23
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Deep fried foods,DQQ24,Percentage,2022,08_09_2022,19_10_2022,23.99,16.77,32.06
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Deep fried foods,DQQ24,Percentage,2022,08_09_2022,19_10_2022,30.88,21.37,41.29
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Deep fried foods,DQQ24,Percentage,2022,08_09_2022,19_10_2022,19.7,13.38,26.9
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Deep fried foods,DQQ24,Percentage,2022,08_09_2022,19_10_2022,27.01,15.29,40.66
Upper middle,Europe and Central Asia,Armenia,ARM,All,Eggs,DQQ13,Percentage,2022,08_09_2022,19_10_2022,47.44,43.09,51.81
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Eggs,DQQ13,Percentage,2022,08_09_2022,19_10_2022,37.42,30.17,44.97
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Eggs,DQQ13,Percentage,2022,08_09_2022,19_10_2022,49.11,39.61,58.63
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Eggs,DQQ13,Percentage,2022,08_09_2022,19_10_2022,52.72,44.48,60.89
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Eggs,DQQ13,Percentage,2022,08_09_2022,19_10_2022,48.43,39.03,57.89
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Eggs,DQQ13,Percentage,2022,08_09_2022,19_10_2022,49.44,41.68,57.22
Upper middle,Europe and Central Asia,Armenia,ARM,All,Fast food,DQQ29,Percentage,2022,08_09_2022,19_10_2022,6.07,4.07,8.45
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Fast food,DQQ29,Percentage,2022,08_09_2022,19_10_2022,1.92,0.11,5.85
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Fast food,DQQ29,Percentage,2022,08_09_2022,19_10_2022,1.73,0.25,4.5
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Fast food,DQQ29,Percentage,2022,08_09_2022,19_10_2022,8.38,2.8,16.59
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Fast food,DQQ29,Percentage,2022,08_09_2022,19_10_2022,2.43,0.64,5.33
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Fast food,DQQ29,Percentage,2022,08_09_2022,19_10_2022,15.9,9.17,24.06
Upper middle,Europe and Central Asia,Armenia,ARM,All,Fish or seafood,DQQ20,Percentage,2022,08_09_2022,19_10_2022,16.39,13.33,19.71
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Fish or seafood,DQQ20,Percentage,2022,08_09_2022,19_10_2022,18.06,12.1,24.91
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Fish or seafood,DQQ20,Percentage,2022,08_09_2022,19_10_2022,17.66,12.32,23.72
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Fish or seafood,DQQ20,Percentage,2022,08_09_2022,19_10_2022,15.03,9.31,21.82
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Fish or seafood,DQQ20,Percentage,2022,08_09_2022,19_10_2022,14.55,9.46,20.51
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Fish or seafood,DQQ20,Percentage,2022,08_09_2022,19_10_2022,16.67,9.75,25.01
Upper middle,Europe and Central Asia,Armenia,ARM,All,Foods made from grains,DQQ1,Percentage,2022,08_09_2022,19_10_2022,89.81,86.84,92.43
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Foods made from grains,DQQ1,Percentage,2022,08_09_2022,19_10_2022,91.21,86.54,94.97
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Foods made from grains,DQQ1,Percentage,2022,08_09_2022,19_10_2022,90.8,85.32,95.11
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Foods made from grains,DQQ1,Percentage,2022,08_09_2022,19_10_2022,87.72,80.96,93.17
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Foods made from grains,DQQ1,Percentage,2022,08_09_2022,19_10_2022,92.87,88.22,96.43
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Foods made from grains,DQQ1,Percentage,2022,08_09_2022,19_10_2022,86.42,79.31,92.22
Upper middle,Europe and Central Asia,Armenia,ARM,All,Fruit juice and fruit drinks,DQQ27,Percentage,2022,08_09_2022,19_10_2022,47.43,42.28,52.61
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2022,08_09_2022,19_10_2022,42.38,33.2,51.83
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2022,08_09_2022,19_10_2022,47.31,39.71,54.96
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2022,08_09_2022,19_10_2022,50.59,39.97,61.19
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2022,08_09_2022,19_10_2022,40.14,31.34,49.28
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Fruit juice and fruit drinks,DQQ27,Percentage,2022,08_09_2022,19_10_2022,56.69,45.58,67.47
Upper middle,Europe and Central Asia,Armenia,ARM,All,Instant noodles,DQQ23,Percentage,2022,08_09_2022,19_10_2022,4.1,2.68,5.81
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Instant noodles,DQQ23,Percentage,2022,08_09_2022,19_10_2022,2.74,0.75,5.92
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Instant noodles,DQQ23,Percentage,2022,08_09_2022,19_10_2022,5.32,1.9,10.33
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Instant noodles,DQQ23,Percentage,2022,08_09_2022,19_10_2022,5.91,2.42,10.79
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Instant noodles,DQQ23,Percentage,2022,08_09_2022,19_10_2022,2.99,0.74,6.7
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Instant noodles,DQQ23,Percentage,2022,08_09_2022,19_10_2022,3.53,0.81,8.07
Upper middle,Europe and Central Asia,Armenia,ARM,All,MDD-W,NA,Percentage,2022,08_09_2022,19_10_2022,83.1,77.5,88.04
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,MDD-W,NA,Percentage,2022,08_09_2022,19_10_2022,75.34,63.52,85.49
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,MDD-W,NA,Percentage,2022,08_09_2022,19_10_2022,85.5,74.4,93.84
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,MDD-W,NA,Percentage,2022,08_09_2022,19_10_2022,80.93,68.12,91.05
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,MDD-W,NA,Percentage,2022,08_09_2022,19_10_2022,87.95,78.44,94.98
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,MDD-W,NA,Percentage,2022,08_09_2022,19_10_2022,87.94,68.1,98.81
Upper middle,Europe and Central Asia,Armenia,ARM,All,"Meat, poultry, or fish",NA,Percentage,2022,08_09_2022,19_10_2022,73.32,68.69,77.7
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,"Meat, poultry, or fish",NA,Percentage,2022,08_09_2022,19_10_2022,63.27,52.01,73.85
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,"Meat, poultry, or fish",NA,Percentage,2022,08_09_2022,19_10_2022,63.07,54.62,71.13
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,"Meat, poultry, or fish",NA,Percentage,2022,08_09_2022,19_10_2022,80.13,72.13,87.06
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,"Meat, poultry, or fish",NA,Percentage,2022,08_09_2022,19_10_2022,77.99,69.83,85.18
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,"Meat, poultry, or fish",NA,Percentage,2022,08_09_2022,19_10_2022,82.14,76.01,87.54
Upper middle,Europe and Central Asia,Armenia,ARM,All,Milk,DQQ25,Percentage,2022,08_09_2022,19_10_2022,11.45,9.36,13.72
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Milk,DQQ25,Percentage,2022,08_09_2022,19_10_2022,11.06,6.64,16.45
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Milk,DQQ25,Percentage,2022,08_09_2022,19_10_2022,13.49,8.87,18.89
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Milk,DQQ25,Percentage,2022,08_09_2022,19_10_2022,8.42,4.76,12.98
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Milk,DQQ25,Percentage,2022,08_09_2022,19_10_2022,13.57,7.38,21.27
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Milk,DQQ25,Percentage,2022,08_09_2022,19_10_2022,10.68,6.3,16.04
Upper middle,Europe and Central Asia,Armenia,ARM,All,Nuts or seeds,DQQ21,Percentage,2022,08_09_2022,19_10_2022,36.77,31.93,41.75
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Nuts or seeds,DQQ21,Percentage,2022,08_09_2022,19_10_2022,31.21,22.59,40.55
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Nuts or seeds,DQQ21,Percentage,2022,08_09_2022,19_10_2022,38.04,29.75,46.69
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Nuts or seeds,DQQ21,Percentage,2022,08_09_2022,19_10_2022,43.97,32.38,55.9
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Nuts or seeds,DQQ21,Percentage,2022,08_09_2022,19_10_2022,29.13,19.11,40.3
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Nuts or seeds,DQQ21,Percentage,2022,08_09_2022,19_10_2022,41.49,31.29,52.07
Upper middle,Europe and Central Asia,Armenia,ARM,All,Other fruits,DQQ10,Percentage,2022,08_09_2022,19_10_2022,89.08,86.14,91.71
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Other fruits,DQQ10,Percentage,2022,08_09_2022,19_10_2022,92.17,85.92,96.71
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Other fruits,DQQ10,Percentage,2022,08_09_2022,19_10_2022,85.73,78.97,91.36
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Other fruits,DQQ10,Percentage,2022,08_09_2022,19_10_2022,88.39,81.27,93.98
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Other fruits,DQQ10,Percentage,2022,08_09_2022,19_10_2022,91.83,86.53,95.9
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Other fruits,DQQ10,Percentage,2022,08_09_2022,19_10_2022,87.34,80.68,92.76
Upper middle,Europe and Central Asia,Armenia,ARM,All,Other sweets,DQQ12,Percentage,2022,08_09_2022,19_10_2022,75.6,71.5,79.48
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Other sweets,DQQ12,Percentage,2022,08_09_2022,19_10_2022,73.27,64.15,81.49
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Other sweets,DQQ12,Percentage,2022,08_09_2022,19_10_2022,78,70.58,84.61
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Other sweets,DQQ12,Percentage,2022,08_09_2022,19_10_2022,74.33,65.36,82.36
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Other sweets,DQQ12,Percentage,2022,08_09_2022,19_10_2022,78.94,72.02,85.11
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Other sweets,DQQ12,Percentage,2022,08_09_2022,19_10_2022,73.41,60.56,84.52
Upper middle,Europe and Central Asia,Armenia,ARM,All,Other vegetables,DQQ7,Percentage,2022,08_09_2022,19_10_2022,90.7,88.68,92.54
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Other vegetables,DQQ7,Percentage,2022,08_09_2022,19_10_2022,87.07,81.94,91.45
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Other vegetables,DQQ7,Percentage,2022,08_09_2022,19_10_2022,89.19,82.55,94.39
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Other vegetables,DQQ7,Percentage,2022,08_09_2022,19_10_2022,93.43,88.45,97.08
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Other vegetables,DQQ7,Percentage,2022,08_09_2022,19_10_2022,90.41,85.41,94.44
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Other vegetables,DQQ7,Percentage,2022,08_09_2022,19_10_2022,93.4,87.69,97.43
Upper middle,Europe and Central Asia,Armenia,ARM,All,Packaged ultra-processed salty snacks,DQQ22,Percentage,2022,08_09_2022,19_10_2022,14.71,10.52,19.46
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2022,08_09_2022,19_10_2022,8.67,3.86,15.16
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2022,08_09_2022,19_10_2022,13.59,9.36,18.46
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2022,08_09_2022,19_10_2022,13.57,7.1,21.7
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2022,08_09_2022,19_10_2022,16.84,10.02,24.99
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Packaged ultra-processed salty snacks,DQQ22,Percentage,2022,08_09_2022,19_10_2022,20.78,8.31,37.05
Upper middle,Europe and Central Asia,Armenia,ARM,All,Poultry,DQQ19,Percentage,2022,08_09_2022,19_10_2022,33.41,28.98,37.98
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Poultry,DQQ19,Percentage,2022,08_09_2022,19_10_2022,33.1,23.7,43.25
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Poultry,DQQ19,Percentage,2022,08_09_2022,19_10_2022,27.59,20.35,35.47
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Poultry,DQQ19,Percentage,2022,08_09_2022,19_10_2022,37.46,26.05,49.63
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Poultry,DQQ19,Percentage,2022,08_09_2022,19_10_2022,31.7,22.64,41.51
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Poultry,DQQ19,Percentage,2022,08_09_2022,19_10_2022,37.26,28.66,46.28
Upper middle,Europe and Central Asia,Armenia,ARM,All,Processed meats,DQQ16,Percentage,2022,08_09_2022,19_10_2022,38.39,33.97,42.9
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Processed meats,DQQ16,Percentage,2022,08_09_2022,19_10_2022,25.19,16.54,34.97
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Processed meats,DQQ16,Percentage,2022,08_09_2022,19_10_2022,34.59,26.3,43.39
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Processed meats,DQQ16,Percentage,2022,08_09_2022,19_10_2022,47.82,37.36,58.38
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Processed meats,DQQ16,Percentage,2022,08_09_2022,19_10_2022,37.84,28.14,48.06
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Processed meats,DQQ16,Percentage,2022,08_09_2022,19_10_2022,46.44,40.71,52.21
Upper middle,Europe and Central Asia,Armenia,ARM,All,Pulses,DQQ4,Percentage,2022,08_09_2022,19_10_2022,25.25,21.88,28.78
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Pulses,DQQ4,Percentage,2022,08_09_2022,19_10_2022,26.56,17.06,37.31
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Pulses,DQQ4,Percentage,2022,08_09_2022,19_10_2022,22.89,15.8,30.85
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Pulses,DQQ4,Percentage,2022,08_09_2022,19_10_2022,28.09,20.02,36.95
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Pulses,DQQ4,Percentage,2022,08_09_2022,19_10_2022,27.56,19.92,35.92
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Pulses,DQQ4,Percentage,2022,08_09_2022,19_10_2022,21.22,12.71,31.22
Upper middle,Europe and Central Asia,Armenia,ARM,All,Salty or fried snacks,NA,Percentage,2022,08_09_2022,19_10_2022,36.01,30.96,41.22
Upper middle,Europe and Central Asia,Armenia,ARM,Poorest 20%,Salty or fried snacks,NA,Percentage,2022,08_09_2022,19_10_2022,33.61,25.17,42.62
Upper middle,Europe and Central Asia,Armenia,ARM,Second 20%,Salty or fried snacks,NA,Percentage,2022,08_09_2022,19_10_2022,36.68,28.11,45.69
Upper middle,Europe and Central Asia,Armenia,ARM,Middle 20%,Salty or fried snacks,NA,Percentage,2022,08_09_2022,19_10_2022,41.38,31.88,51.22
Upper middle,Europe and Central Asia,Armenia,ARM,Fourth 20%,Salty or fried snacks,NA,Percentage,2022,08_09_2022,19_10_2022,30.3,21.27,40.17
Upper middle,Europe and Central Asia,Armenia,ARM,Richest 20%,Salty or fried snacks,NA,Percentage,2022,08_09_2022,19_10_2022,38.1,26.22,50.76
