World_bank_income_group,Region,Country,ISO3,Subgroup,Indicator,DQQ_question,Unit,Year,Start_Date,End_Date,Mean_prevalence,Lower_95_CI,Upper_95_CI,Difference,Diff_LCI,Diff_UCI,Diff_p
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,13_08_2022,28_08_2022,17.49,13.96,21.33,2.46,NA,NA,0.36
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,13_08_2022,28_08_2022,15.03,10.4,20.34,2.46,2.46,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,13_08_2022,28_08_2022,18.89,14.79,23.36,10.48,NA,NA,0
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,"Salty snacks, instant noodles, or fast food",NA,Percentage,2022,13_08_2022,28_08_2022,8.41,4.17,13.93,10.48,NA,NA,0
Lower middle,Middle East and North Africa,Tunisia,TUN,All,Sweet beverages,NA,Percentage,2022,13_08_2022,28_08_2022,86.47,83.83,88.91,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,Sweet beverages,NA,Percentage,2022,13_08_2022,28_08_2022,89.76,86.59,92.54,6.46,NA,NA,0.01
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,Sweet beverages,NA,Percentage,2022,13_08_2022,28_08_2022,83.3,79.15,87.07,6.46,6.46,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,Sweet beverages,NA,Percentage,2022,13_08_2022,28_08_2022,85.48,82.18,88.5,-3.89,NA,NA,0.13
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,Sweet beverages,NA,Percentage,2022,13_08_2022,28_08_2022,89.38,84.13,93.68,-3.89,NA,NA,0.13
Lower middle,Middle East and North Africa,Tunisia,TUN,All,Soft drink consumption,DQQ28,Percentage,2022,13_08_2022,28_08_2022,48.81,44.59,53.03,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,Soft drink consumption,DQQ28,Percentage,2022,13_08_2022,28_08_2022,52.99,47.31,58.62,8.21,NA,NA,0.03
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,Soft drink consumption,DQQ28,Percentage,2022,13_08_2022,28_08_2022,44.78,39.06,50.57,8.21,8.21,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,Soft drink consumption,DQQ28,Percentage,2022,13_08_2022,28_08_2022,49.76,44.98,54.53,3.76,NA,NA,0.5
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,Soft drink consumption,DQQ28,Percentage,2022,13_08_2022,28_08_2022,46,34.26,57.97,3.76,NA,NA,0.5
Lower middle,Middle East and North Africa,Tunisia,TUN,All,Sweet foods,NA,Percentage,2022,13_08_2022,28_08_2022,55.79,50.63,60.89,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,Sweet foods,NA,Percentage,2022,13_08_2022,28_08_2022,53.36,47.05,59.62,-4.77,NA,NA,0.06
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,Sweet foods,NA,Percentage,2022,13_08_2022,28_08_2022,58.13,52.98,63.19,-4.77,-4.77,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,Sweet foods,NA,Percentage,2022,13_08_2022,28_08_2022,58.77,52.33,65.06,11.78,NA,NA,0.04
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,Sweet foods,NA,Percentage,2022,13_08_2022,28_08_2022,47,36.64,57.48,11.78,NA,NA,0.04
Lower middle,Middle East and North Africa,Tunisia,TUN,All,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,13_08_2022,28_08_2022,68.34,64.36,72.2,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,13_08_2022,28_08_2022,74.42,70.1,78.51,11.92,NA,NA,0
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,13_08_2022,28_08_2022,62.49,57.28,67.57,11.92,11.92,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,13_08_2022,28_08_2022,66.31,62.4,70.11,-8.03,NA,NA,0.17
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,"Sweet tea, coffee, or cocoa",DQQ26,Percentage,2022,13_08_2022,28_08_2022,74.34,60.28,86.21,-8.03,NA,NA,0.17
Lower middle,Middle East and North Africa,Tunisia,TUN,All,Unprocessed red meat,NA,Percentage,2022,13_08_2022,28_08_2022,32.84,28.35,37.5,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,Unprocessed red meat,NA,Percentage,2022,13_08_2022,28_08_2022,33.8,29.36,38.39,1.88,NA,NA,0.54
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,Unprocessed red meat,NA,Percentage,2022,13_08_2022,28_08_2022,31.92,25.78,38.38,1.88,1.88,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,Unprocessed red meat,NA,Percentage,2022,13_08_2022,28_08_2022,32.12,26.43,38.08,-2.87,NA,NA,0.5
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,Unprocessed red meat,NA,Percentage,2022,13_08_2022,28_08_2022,34.99,27.27,43.12,-2.87,NA,NA,0.5
Lower middle,Middle East and North Africa,Tunisia,TUN,All,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,13_08_2022,28_08_2022,2.98,1.31,5.3,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,13_08_2022,28_08_2022,2.97,1.2,5.49,-0.02,NA,NA,0.99
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,13_08_2022,28_08_2022,2.99,1.11,5.75,-0.02,-0.02,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,13_08_2022,28_08_2022,3.02,1,6.07,0.14,NA,NA,0.94
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,Unprocessed red meat (non-ruminants),DQQ18,Percentage,2022,13_08_2022,28_08_2022,2.87,0.38,7.59,0.14,NA,NA,0.94
Lower middle,Middle East and North Africa,Tunisia,TUN,All,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,13_08_2022,28_08_2022,31.08,26.88,35.44,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,13_08_2022,28_08_2022,31.89,27.46,36.49,1.6,NA,NA,0.62
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,13_08_2022,28_08_2022,30.29,24.37,36.56,1.6,1.6,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,13_08_2022,28_08_2022,30.24,24.99,35.76,-3.31,NA,NA,0.44
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,Unprocessed red meat (ruminants),DQQ17,Percentage,2022,13_08_2022,28_08_2022,33.55,25.35,42.28,-3.31,NA,NA,0.44
Lower middle,Middle East and North Africa,Tunisia,TUN,All,Vitamin A-rich fruits,DQQ8,Percentage,2022,13_08_2022,28_08_2022,43.26,38.28,48.3,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,Vitamin A-rich fruits,DQQ8,Percentage,2022,13_08_2022,28_08_2022,45.1,39.29,50.98,3.62,NA,NA,0.37
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,Vitamin A-rich fruits,DQQ8,Percentage,2022,13_08_2022,28_08_2022,41.48,34.61,48.51,3.62,3.62,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,Vitamin A-rich fruits,DQQ8,Percentage,2022,13_08_2022,28_08_2022,41.32,35.59,47.18,-7.64,NA,NA,0.12
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,Vitamin A-rich fruits,DQQ8,Percentage,2022,13_08_2022,28_08_2022,48.96,39.84,58.12,-7.64,NA,NA,0.12
Lower middle,Middle East and North Africa,Tunisia,TUN,All,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,13_08_2022,28_08_2022,24.62,21.21,28.19,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,13_08_2022,28_08_2022,26.43,21.33,31.87,3.56,NA,NA,0.31
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,13_08_2022,28_08_2022,22.88,18.44,27.64,3.56,3.56,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,13_08_2022,28_08_2022,26.11,22.37,30.03,5.89,NA,NA,0.14
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,Vitamin A-rich orange vegetables,DQQ5,Percentage,2022,13_08_2022,28_08_2022,20.22,12.97,28.61,5.89,NA,NA,0.14
Lower middle,Middle East and North Africa,Tunisia,TUN,All,White roots or tubers,DQQ3,Percentage,2022,13_08_2022,28_08_2022,65.04,60.78,69.18,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,White roots or tubers,DQQ3,Percentage,2022,13_08_2022,28_08_2022,62.79,58.01,67.45,-4.42,NA,NA,0.15
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,White roots or tubers,DQQ3,Percentage,2022,13_08_2022,28_08_2022,67.21,61.47,72.69,-4.42,-4.42,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,White roots or tubers,DQQ3,Percentage,2022,13_08_2022,28_08_2022,66.2,60.76,71.43,4.58,NA,NA,0.13
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,White roots or tubers,DQQ3,Percentage,2022,13_08_2022,28_08_2022,61.62,57.14,66,4.58,NA,NA,0.13
Lower middle,Middle East and North Africa,Tunisia,TUN,All,Whole grains,DQQ2,Percentage,2022,13_08_2022,28_08_2022,32.9,29.68,36.2,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,Whole grains,DQQ2,Percentage,2022,13_08_2022,28_08_2022,35.11,30.03,40.38,4.35,NA,NA,0.23
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,Whole grains,DQQ2,Percentage,2022,13_08_2022,28_08_2022,30.76,26.23,35.49,4.35,4.35,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,Whole grains,DQQ2,Percentage,2022,13_08_2022,28_08_2022,31.98,28.05,36.04,-3.64,NA,NA,0.4
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,Whole grains,DQQ2,Percentage,2022,13_08_2022,28_08_2022,35.61,26.75,45.01,-3.64,NA,NA,0.4
Lower middle,Middle East and North Africa,Tunisia,TUN,All,Yogurt,DQQ15,Percentage,2022,13_08_2022,28_08_2022,44.62,40.51,48.77,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,Yogurt,DQQ15,Percentage,2022,13_08_2022,28_08_2022,45.29,40.67,49.96,1.32,NA,NA,0.67
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,Yogurt,DQQ15,Percentage,2022,13_08_2022,28_08_2022,43.97,38.37,49.65,1.32,1.32,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,Yogurt,DQQ15,Percentage,2022,13_08_2022,28_08_2022,46.35,41.29,51.46,6.86,NA,NA,0.14
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,Yogurt,DQQ15,Percentage,2022,13_08_2022,28_08_2022,39.5,30.5,48.87,6.86,NA,NA,0.14
Lower middle,Middle East and North Africa,Tunisia,TUN,All,Zero vegetable or fruit consumption,NA,Percentage,2022,13_08_2022,28_08_2022,4.46,2.89,6.35,NA,NA,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Male,Zero vegetable or fruit consumption,NA,Percentage,2022,13_08_2022,28_08_2022,4.77,2.19,8.29,0.61,NA,NA,0.75
Lower middle,Middle East and North Africa,Tunisia,TUN,Female,Zero vegetable or fruit consumption,NA,Percentage,2022,13_08_2022,28_08_2022,4.17,2.37,6.44,0.61,0.61,NA,NA
Lower middle,Middle East and North Africa,Tunisia,TUN,Urban,Zero vegetable or fruit consumption,NA,Percentage,2022,13_08_2022,28_08_2022,4.41,2.8,6.36,-0.23,NA,NA,0.93
Lower middle,Middle East and North Africa,Tunisia,TUN,Rural,Zero vegetable or fruit consumption,NA,Percentage,2022,13_08_2022,28_08_2022,4.63,0.61,12.13,-0.23,NA,NA,0.93
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,All-5,NA,Percentage,2022,06_07_2022,08_09_2022,48.97,44.47,53.48,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,All-5,NA,Percentage,2022,06_07_2022,08_09_2022,51.33,44.25,58.38,4.64,NA,NA,0.22
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,All-5,NA,Percentage,2022,06_07_2022,08_09_2022,46.69,42.33,51.08,4.64,4.64,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,All-5,NA,Percentage,2022,06_07_2022,08_09_2022,48.44,43.74,53.16,-5.93,NA,NA,0.4
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,All-5,NA,Percentage,2022,06_07_2022,08_09_2022,54.38,25.17,82.02,-5.93,NA,NA,0.4
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,At least one vegetable,NA,Percentage,2022,06_07_2022,08_09_2022,95.92,94.02,97.47,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,At least one vegetable,NA,Percentage,2022,06_07_2022,08_09_2022,96.65,93.97,98.57,1.43,NA,NA,0.39
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,At least one vegetable,NA,Percentage,2022,06_07_2022,08_09_2022,95.22,92.52,97.34,1.43,1.43,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,At least one vegetable,NA,Percentage,2022,06_07_2022,08_09_2022,95.9,93.83,97.57,-0.24,NA,NA,0.9
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,At least one vegetable,NA,Percentage,2022,06_07_2022,08_09_2022,96.14,86.75,99.95,-0.24,NA,NA,0.9
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,At least one fruit,NA,Percentage,2022,06_07_2022,08_09_2022,95.28,93.44,96.83,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,At least one fruit,NA,Percentage,2022,06_07_2022,08_09_2022,95.44,92.17,97.87,0.32,NA,NA,0.86
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,At least one fruit,NA,Percentage,2022,06_07_2022,08_09_2022,95.12,92.9,96.94,0.32,0.32,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,At least one fruit,NA,Percentage,2022,06_07_2022,08_09_2022,94.82,92.81,96.52,-5.18,NA,NA,0.27
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,At least one fruit,NA,Percentage,2022,06_07_2022,08_09_2022,100,NA,NA,-5.18,NA,NA,0.27
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,"At least one pulse, nut, or seed",NA,Percentage,2022,06_07_2022,08_09_2022,51.39,46.86,55.9,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,"At least one pulse, nut, or seed",NA,Percentage,2022,06_07_2022,08_09_2022,54.47,47.4,61.45,6.07,NA,NA,0.11
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,"At least one pulse, nut, or seed",NA,Percentage,2022,06_07_2022,08_09_2022,48.4,44,52.81,6.07,6.07,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,"At least one pulse, nut, or seed",NA,Percentage,2022,06_07_2022,08_09_2022,51.04,46.3,55.76,-3.93,NA,NA,0.56
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,"At least one pulse, nut, or seed",NA,Percentage,2022,06_07_2022,08_09_2022,54.97,26.4,81.86,-3.93,NA,NA,0.56
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,At least one animal-source food,NA,Percentage,2022,06_07_2022,08_09_2022,97.78,96.52,98.75,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,At least one animal-source food,NA,Percentage,2022,06_07_2022,08_09_2022,98.64,97,99.64,1.7,NA,NA,0.12
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,At least one animal-source food,NA,Percentage,2022,06_07_2022,08_09_2022,96.94,95.05,98.39,1.7,1.7,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,At least one animal-source food,NA,Percentage,2022,06_07_2022,08_09_2022,97.8,96.47,98.83,0.31,NA,NA,0.85
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,At least one animal-source food,NA,Percentage,2022,06_07_2022,08_09_2022,97.5,87.32,99.79,0.31,NA,NA,0.85
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,At least one starchy staple food,NA,Percentage,2022,06_07_2022,08_09_2022,99.25,98.56,99.71,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,At least one starchy staple food,NA,Percentage,2022,06_07_2022,08_09_2022,99.58,98.71,99.98,0.66,NA,NA,0.29
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,At least one starchy staple food,NA,Percentage,2022,06_07_2022,08_09_2022,98.92,97.69,99.69,0.66,0.66,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,At least one starchy staple food,NA,Percentage,2022,06_07_2022,08_09_2022,99.17,98.41,99.69,-0.83,NA,NA,0.52
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,At least one starchy staple food,NA,Percentage,2022,06_07_2022,08_09_2022,100,NA,NA,-0.83,NA,NA,0.52
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Baked or grain-based sweets,DQQ11,Percentage,2022,06_07_2022,08_09_2022,59.29,55.26,63.26,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Baked or grain-based sweets,DQQ11,Percentage,2022,06_07_2022,08_09_2022,56.96,51.24,62.59,-4.57,NA,NA,0.18
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Baked or grain-based sweets,DQQ11,Percentage,2022,06_07_2022,08_09_2022,61.53,56.81,66.15,-4.57,-4.57,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Baked or grain-based sweets,DQQ11,Percentage,2022,06_07_2022,08_09_2022,59.23,55.03,63.37,-0.59,NA,NA,0.95
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Baked or grain-based sweets,DQQ11,Percentage,2022,06_07_2022,08_09_2022,59.82,26.44,88.74,-0.59,NA,NA,0.95
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Cheese,DQQ14,Percentage,2022,06_07_2022,08_09_2022,21.44,17.85,25.27,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Cheese,DQQ14,Percentage,2022,06_07_2022,08_09_2022,19.23,14.1,24.96,-4.34,NA,NA,0.22
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Cheese,DQQ14,Percentage,2022,06_07_2022,08_09_2022,23.57,19.02,28.46,-4.34,-4.34,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Cheese,DQQ14,Percentage,2022,06_07_2022,08_09_2022,21.8,17.91,25.95,4.04,NA,NA,0.38
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Cheese,DQQ14,Percentage,2022,06_07_2022,08_09_2022,17.76,6.59,32.85,4.04,NA,NA,0.38
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Citrus,DQQ9,Percentage,2022,06_07_2022,08_09_2022,8.37,6.48,10.48,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Citrus,DQQ9,Percentage,2022,06_07_2022,08_09_2022,11.51,8.25,15.24,6.18,NA,NA,0
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Citrus,DQQ9,Percentage,2022,06_07_2022,08_09_2022,5.33,3.69,7.25,6.18,6.18,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Citrus,DQQ9,Percentage,2022,06_07_2022,08_09_2022,8.63,6.6,10.9,2.93,NA,NA,0.43
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Citrus,DQQ9,Percentage,2022,06_07_2022,08_09_2022,5.7,0.33,26.37,2.93,NA,NA,0.43
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Dairy,NA,Percentage,2022,06_07_2022,08_09_2022,75.93,72.05,79.6,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Dairy,NA,Percentage,2022,06_07_2022,08_09_2022,77.29,71.68,82.44,2.67,NA,NA,0.42
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Dairy,NA,Percentage,2022,06_07_2022,08_09_2022,74.61,70.03,78.94,2.67,2.67,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Dairy,NA,Percentage,2022,06_07_2022,08_09_2022,75.91,71.74,79.84,-0.21,NA,NA,0.97
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Dairy,NA,Percentage,2022,06_07_2022,08_09_2022,76.12,50.14,94.48,-0.21,NA,NA,0.97
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Dark green leafy vegetables,DQQ6,Percentage,2022,06_07_2022,08_09_2022,8.69,6.74,10.86,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Dark green leafy vegetables,DQQ6,Percentage,2022,06_07_2022,08_09_2022,9.53,6.27,13.37,1.65,NA,NA,0.47
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Dark green leafy vegetables,DQQ6,Percentage,2022,06_07_2022,08_09_2022,7.88,5.51,10.64,1.65,1.65,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Dark green leafy vegetables,DQQ6,Percentage,2022,06_07_2022,08_09_2022,8.92,6.87,11.21,2.63,NA,NA,0.51
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Dark green leafy vegetables,DQQ6,Percentage,2022,06_07_2022,08_09_2022,6.29,0.45,29.46,2.63,NA,NA,0.51
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Deep fried foods,DQQ24,Percentage,2022,06_07_2022,08_09_2022,20.54,17.28,24,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Deep fried foods,DQQ24,Percentage,2022,06_07_2022,08_09_2022,20.76,15.91,26.07,0.44,NA,NA,0.89
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Deep fried foods,DQQ24,Percentage,2022,06_07_2022,08_09_2022,20.32,16.26,24.71,0.44,0.44,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Deep fried foods,DQQ24,Percentage,2022,06_07_2022,08_09_2022,21.28,17.86,24.9,8.34,NA,NA,0.24
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Deep fried foods,DQQ24,Percentage,2022,06_07_2022,08_09_2022,12.94,0.09,48.04,8.34,NA,NA,0.24
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Eggs,DQQ13,Percentage,2022,06_07_2022,08_09_2022,52.16,47.96,56.35,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Eggs,DQQ13,Percentage,2022,06_07_2022,08_09_2022,53.94,46.84,60.97,3.5,NA,NA,0.42
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Eggs,DQQ13,Percentage,2022,06_07_2022,08_09_2022,50.44,45.82,55.05,3.5,3.5,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Eggs,DQQ13,Percentage,2022,06_07_2022,08_09_2022,52.63,48.23,57.01,5.27,NA,NA,0.38
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Eggs,DQQ13,Percentage,2022,06_07_2022,08_09_2022,47.36,21.14,74.38,5.27,NA,NA,0.38
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Fast food,DQQ29,Percentage,2022,06_07_2022,08_09_2022,7.63,5.63,9.9,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Fast food,DQQ29,Percentage,2022,06_07_2022,08_09_2022,9.18,6.07,12.87,3.06,NA,NA,0.12
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Fast food,DQQ29,Percentage,2022,06_07_2022,08_09_2022,6.13,3.93,8.77,3.06,3.06,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Fast food,DQQ29,Percentage,2022,06_07_2022,08_09_2022,8.23,6.09,10.67,6.8,NA,NA,0.01
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Fast food,DQQ29,Percentage,2022,06_07_2022,08_09_2022,1.43,1.04,11.25,6.8,NA,NA,0.01
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Fish or seafood,DQQ20,Percentage,2022,06_07_2022,08_09_2022,6.51,4.91,8.3,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Fish or seafood,DQQ20,Percentage,2022,06_07_2022,08_09_2022,8.35,5.43,11.82,3.62,NA,NA,0.07
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Fish or seafood,DQQ20,Percentage,2022,06_07_2022,08_09_2022,4.73,2.96,6.89,3.62,3.62,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Fish or seafood,DQQ20,Percentage,2022,06_07_2022,08_09_2022,7.14,5.41,9.09,7.14,NA,NA,0.2
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Fish or seafood,DQQ20,Percentage,2022,06_07_2022,08_09_2022,0,NA,NA,7.14,NA,NA,0.2
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Foods made from grains,DQQ1,Percentage,2022,06_07_2022,08_09_2022,96.95,95.59,98.07,NA,NA,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Male,Foods made from grains,DQQ1,Percentage,2022,06_07_2022,08_09_2022,97.85,96.06,99.12,1.77,NA,NA,0.19
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Female,Foods made from grains,DQQ1,Percentage,2022,06_07_2022,08_09_2022,96.08,93.74,97.89,1.77,1.77,NA,NA
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Urban,Foods made from grains,DQQ1,Percentage,2022,06_07_2022,08_09_2022,96.66,95.15,97.89,-3.34,NA,NA,0.33
Lower middle,Europe and Central Asia,Uzbekistan,UZB,Rural,Foods made from grains,DQQ1,Percentage,2022,06_07_2022,08_09_2022,100,NA,NA,-3.34,NA,NA,0.33
Lower middle,Europe and Central Asia,Uzbekistan,UZB,All,Fruit juice and fruit drinks,DQQ27,Percentage,2022,06_07_2022,08_09_2022,62.38,58.73,65.97,NA,NA,NA,NA
