World_bank_income_group,Region,Country,ISO3,Subgroup,Indicator,DQQ,Year,Mean_prevalence,Lower_95_CI,Upper_95_CI
Lower middle,Middle East and North Africa,Palestine,PSE,Rural,Vitamin A-rich orange vegetables,DQQ5,2022,26.79,22.35,31.47
Lower middle,Middle East and North Africa,Palestine,PSE,All,White roots or tubers,DQQ3,2022,44.8,41.25,48.38
Lower middle,Middle East and North Africa,Palestine,PSE,Male,White roots or tubers,DQQ3,2022,48.14,43.01,53.3
Lower middle,Middle East and North Africa,Palestine,PSE,Female,White roots or tubers,DQQ3,2022,41.48,37.21,45.82
Lower middle,Middle East and North Africa,Palestine,PSE,Urban,White roots or tubers,DQQ3,2022,42.8,37.93,47.73
Lower middle,Middle East and North Africa,Palestine,PSE,Rural,White roots or tubers,DQQ3,2022,47.74,42.42,53.08
Lower middle,Middle East and North Africa,Palestine,PSE,All,Whole grains,DQQ2,2022,26.3,23.28,29.43
Lower middle,Middle East and North Africa,Palestine,PSE,Male,Whole grains,DQQ2,2022,24.13,19.9,28.63
Lower middle,Middle East and North Africa,Palestine,PSE,Female,Whole grains,DQQ2,2022,28.45,24.27,32.83
Lower middle,Middle East and North Africa,Palestine,PSE,Urban,Whole grains,DQQ2,2022,24.87,21.25,28.68
Lower middle,Middle East and North Africa,Palestine,PSE,Rural,Whole grains,DQQ2,2022,28.4,23.42,33.65
Lower middle,Middle East and North Africa,Palestine,PSE,All,Yogurt,DQQ15,2022,46.92,43.55,50.3
Lower middle,Middle East and North Africa,Palestine,PSE,Male,Yogurt,DQQ15,2022,47.87,42.87,52.9
Lower middle,Middle East and North Africa,Palestine,PSE,Female,Yogurt,DQQ15,2022,45.97,41.37,50.61
Lower middle,Middle East and North Africa,Palestine,PSE,Urban,Yogurt,DQQ15,2022,41.93,38.1,45.8
Lower middle,Middle East and North Africa,Palestine,PSE,Rural,Yogurt,DQQ15,2022,54.24,48.24,60.19
Lower middle,Middle East and North Africa,Palestine,PSE,All,Zero vegetable or fruit consumption,NA,2022,10.33,8.09,12.81
Lower middle,Middle East and North Africa,Palestine,PSE,Male,Zero vegetable or fruit consumption,NA,2022,11.93,8.46,15.91
Lower middle,Middle East and North Africa,Palestine,PSE,Female,Zero vegetable or fruit consumption,NA,2022,8.74,6.34,11.48
Lower middle,Middle East and North Africa,Palestine,PSE,Urban,Zero vegetable or fruit consumption,NA,2022,9.59,6.84,12.76
Lower middle,Middle East and North Africa,Palestine,PSE,Rural,Zero vegetable or fruit consumption,NA,2022,11.41,7.87,15.51
Low,SSA,Malawi,MWI,All,All-5,NA,2022,27.18,23.72,30.79
Low,SSA,Malawi,MWI,Male,All-5,NA,2022,29.44,24.79,34.32
Low,SSA,Malawi,MWI,Female,All-5,NA,2022,25.13,21.03,29.46
Low,SSA,Malawi,MWI,Urban,All-5,NA,2022,38.33,26.46,50.94
Low,SSA,Malawi,MWI,Rural,All-5,NA,2022,25.67,22.09,29.42
Low,SSA,Malawi,MWI,All,At least one vegetable,NA,2022,89.71,87.27,91.91
Low,SSA,Malawi,MWI,Male,At least one vegetable,NA,2022,88.99,85.55,92.01
Low,SSA,Malawi,MWI,Female,At least one vegetable,NA,2022,90.36,87.2,93.11
Low,SSA,Malawi,MWI,Urban,At least one vegetable,NA,2022,91.05,84.43,95.98
Low,SSA,Malawi,MWI,Rural,At least one vegetable,NA,2022,89.52,86.84,91.93
Low,SSA,Malawi,MWI,All,At least one fruit,NA,2022,43.34,39.02,47.71
Low,SSA,Malawi,MWI,Male,At least one fruit,NA,2022,43.62,37.86,49.47
Low,SSA,Malawi,MWI,Female,At least one fruit,NA,2022,43.09,38.01,48.24
Low,SSA,Malawi,MWI,Urban,At least one fruit,NA,2022,51.26,36.73,65.69
Low,SSA,Malawi,MWI,Rural,At least one fruit,NA,2022,42.27,37.69,46.91
Low,SSA,Malawi,MWI,All,"At least one pulse, nut, or seed",NA,2022,66.56,63.03,70.01
Low,SSA,Malawi,MWI,Male,"At least one pulse, nut, or seed",NA,2022,68.4,63.28,73.32
Low,SSA,Malawi,MWI,Female,"At least one pulse, nut, or seed",NA,2022,64.88,59.85,69.75
Low,SSA,Malawi,MWI,Urban,"At least one pulse, nut, or seed",NA,2022,73.24,63.42,82.02
Low,SSA,Malawi,MWI,Rural,"At least one pulse, nut, or seed",NA,2022,65.66,61.82,69.39
Low,SSA,Malawi,MWI,All,At least one animal-source food,NA,2022,75.69,72.02,79.19
Low,SSA,Malawi,MWI,Male,At least one animal-source food,NA,2022,78.65,73.57,83.32
Low,SSA,Malawi,MWI,Female,At least one animal-source food,NA,2022,73,68.57,77.2
Low,SSA,Malawi,MWI,Urban,At least one animal-source food,NA,2022,82.89,72.62,91.14
Low,SSA,Malawi,MWI,Rural,At least one animal-source food,NA,2022,74.72,70.69,78.54
Low,SSA,Malawi,MWI,All,At least one starchy staple food,NA,2022,97.39,95.93,98.54
Low,SSA,Malawi,MWI,Male,At least one starchy staple food,NA,2022,98.36,97.05,99.3
Low,SSA,Malawi,MWI,Female,At least one starchy staple food,NA,2022,96.51,94.14,98.28
Low,SSA,Malawi,MWI,Urban,At least one starchy staple food,NA,2022,97.33,92.09,99.81
Low,SSA,Malawi,MWI,Rural,At least one starchy staple food,NA,2022,97.4,95.82,98.62
Low,SSA,Malawi,MWI,All,Baked or grain-based sweets,DQQ11,2022,16.84,13.95,19.94
Low,SSA,Malawi,MWI,Male,Baked or grain-based sweets,DQQ11,2022,20.75,16.44,25.43
Low,SSA,Malawi,MWI,Female,Baked or grain-based sweets,DQQ11,2022,13.27,10.02,16.89
Low,SSA,Malawi,MWI,Urban,Baked or grain-based sweets,DQQ11,2022,29.5,17.83,42.73
Low,SSA,Malawi,MWI,Rural,Baked or grain-based sweets,DQQ11,2022,15.12,12.14,18.36
Low,SSA,Malawi,MWI,All,Cheese,DQQ14,2022,1.48,0.81,2.36
Low,SSA,Malawi,MWI,Male,Cheese,DQQ14,2022,2.42,1.15,4.15
Low,SSA,Malawi,MWI,Female,Cheese,DQQ14,2022,0.62,0.18,1.31
Low,SSA,Malawi,MWI,Urban,Cheese,DQQ14,2022,4.53,0.83,10.97
Low,SSA,Malawi,MWI,Rural,Cheese,DQQ14,2022,1.07,0.55,1.76
Low,SSA,Malawi,MWI,All,Citrus,DQQ9,2022,8.74,6.7,11.02
Low,SSA,Malawi,MWI,Male,Citrus,DQQ9,2022,10.19,7.27,13.54
Low,SSA,Malawi,MWI,Female,Citrus,DQQ9,2022,7.41,5.27,9.88
Low,SSA,Malawi,MWI,Urban,Citrus,DQQ9,2022,11.46,4.18,21.72
Low,SSA,Malawi,MWI,Rural,Citrus,DQQ9,2022,8.37,6.27,10.74
Low,SSA,Malawi,MWI,All,Dairy,NA,2022,15.16,12.4,18.14
Low,SSA,Malawi,MWI,Male,Dairy,NA,2022,16.93,13.22,21
Low,SSA,Malawi,MWI,Female,Dairy,NA,2022,13.54,10.32,17.13
Low,SSA,Malawi,MWI,Urban,Dairy,NA,2022,28.3,17.32,40.78
Low,SSA,Malawi,MWI,Rural,Dairy,NA,2022,13.37,10.55,16.48
Low,SSA,Malawi,MWI,All,Dark green leafy vegetables,DQQ6,2022,72.27,68.61,75.79
Low,SSA,Malawi,MWI,Male,Dark green leafy vegetables,DQQ6,2022,72.34,66.99,77.38
Low,SSA,Malawi,MWI,Female,Dark green leafy vegetables,DQQ6,2022,72.21,67.17,76.99
Low,SSA,Malawi,MWI,Urban,Dark green leafy vegetables,DQQ6,2022,78.82,69.53,86.81
Low,SSA,Malawi,MWI,Rural,Dark green leafy vegetables,DQQ6,2022,71.38,67.39,75.22
Low,SSA,Malawi,MWI,All,Deep fried foods,DQQ24,2022,27.9,24.54,31.39
Low,SSA,Malawi,MWI,Male,Deep fried foods,DQQ24,2022,31.59,26.58,36.83
Low,SSA,Malawi,MWI,Female,Deep fried foods,DQQ24,2022,24.54,20.19,29.16
Low,SSA,Malawi,MWI,Urban,Deep fried foods,DQQ24,2022,37.13,25.1,50.03
Low,SSA,Malawi,MWI,Rural,Deep fried foods,DQQ24,2022,26.65,23.19,30.25
Low,SSA,Malawi,MWI,All,Eggs,DQQ13,2022,17.68,15.05,20.46
Low,SSA,Malawi,MWI,Male,Eggs,DQQ13,2022,18.25,14.36,22.5
Low,SSA,Malawi,MWI,Female,Eggs,DQQ13,2022,17.15,13.63,20.98
Low,SSA,Malawi,MWI,Urban,Eggs,DQQ13,2022,28.07,17.54,39.99
Low,SSA,Malawi,MWI,Rural,Eggs,DQQ13,2022,16.26,13.6,19.11
Low,SSA,Malawi,MWI,All,Fast food,DQQ29,2022,2.7,1.6,4.08
Low,SSA,Malawi,MWI,Male,Fast food,DQQ29,2022,3.34,1.79,5.36
Low,SSA,Malawi,MWI,Female,Fast food,DQQ29,2022,2.12,1.04,3.56
Low,SSA,Malawi,MWI,Urban,Fast food,DQQ29,2022,6.62,1.96,13.74
Low,SSA,Malawi,MWI,Rural,Fast food,DQQ29,2022,2.17,1.15,3.51
Low,SSA,Malawi,MWI,All,Fish or seafood,DQQ20,2022,55.03,50.72,59.29
Low,SSA,Malawi,MWI,Male,Fish or seafood,DQQ20,2022,58.57,52.97,64.07
Low,SSA,Malawi,MWI,Female,Fish or seafood,DQQ20,2022,51.8,46.61,56.96
Low,SSA,Malawi,MWI,Urban,Fish or seafood,DQQ20,2022,48.09,38.44,57.81
Low,SSA,Malawi,MWI,Rural,Fish or seafood,DQQ20,2022,55.97,51.33,60.56
Low,SSA,Malawi,MWI,All,Foods made from grains,DQQ1,2022,92.46,90.22,94.42
Low,SSA,Malawi,MWI,Male,Foods made from grains,DQQ1,2022,92.57,89.61,95.07
Low,SSA,Malawi,MWI,Female,Foods made from grains,DQQ1,2022,92.35,89.35,94.89
Low,SSA,Malawi,MWI,Urban,Foods made from grains,DQQ1,2022,93.62,83.64,99.11
Low,SSA,Malawi,MWI,Rural,Foods made from grains,DQQ1,2022,92.3,89.98,94.34
Low,SSA,Malawi,MWI,All,Fruit juice and fruit drinks,DQQ27,2022,10.33,8.38,12.45
Low,SSA,Malawi,MWI,Male,Fruit juice and fruit drinks,DQQ27,2022,11.66,8.55,15.18
Low,SSA,Malawi,MWI,Female,Fruit juice and fruit drinks,DQQ27,2022,9.11,6.46,12.17
Low,SSA,Malawi,MWI,Urban,Fruit juice and fruit drinks,DQQ27,2022,16.94,10.68,24.3
Low,SSA,Malawi,MWI,Rural,Fruit juice and fruit drinks,DQQ27,2022,9.43,7.38,11.7
Low,SSA,Malawi,MWI,All,Instant noodles,DQQ23,2022,1.51,0.5,3.06
Low,SSA,Malawi,MWI,Male,Instant noodles,DQQ23,2022,2.26,0.69,4.69
Low,SSA,Malawi,MWI,Female,Instant noodles,DQQ23,2022,0.83,0.19,1.92
Low,SSA,Malawi,MWI,Urban,Instant noodles,DQQ23,2022,5.2,0,19.61
Low,SSA,Malawi,MWI,Rural,Instant noodles,DQQ23,2022,1.01,0.44,1.82
Low,SSA,Malawi,MWI,All,MDD-W,NA,2022,55.87,50.39,61.27
Low,SSA,Malawi,MWI,Male,MDD-W,NA,2022,0,NA,NA
Low,SSA,Malawi,MWI,Female,MDD-W,NA,2022,55.87,50.39,61.27
Low,SSA,Malawi,MWI,Urban,MDD-W,NA,2022,60.21,46.53,73.12
Low,SSA,Malawi,MWI,Rural,MDD-W,NA,2022,55.23,49.42,60.97
Low,SSA,Malawi,MWI,All,"Meat, poultry, or fish",NA,2022,71.3,67.38,75.06
Low,SSA,Malawi,MWI,Male,"Meat, poultry, or fish",NA,2022,74.31,68.87,79.39
Low,SSA,Malawi,MWI,Female,"Meat, poultry, or fish",NA,2022,68.55,63.94,72.99
Low,SSA,Malawi,MWI,Urban,"Meat, poultry, or fish",NA,2022,73.04,61.04,83.53
Low,SSA,Malawi,MWI,Rural,"Meat, poultry, or fish",NA,2022,71.06,66.84,75.11
Low,SSA,Malawi,MWI,All,Milk,DQQ25,2022,13.13,10.54,15.97
Low,SSA,Malawi,MWI,Male,Milk,DQQ25,2022,15.13,11.68,18.93
Low,SSA,Malawi,MWI,Female,Milk,DQQ25,2022,11.32,8.36,14.66
Low,SSA,Malawi,MWI,Urban,Milk,DQQ25,2022,23.76,13.2,36.29
Low,SSA,Malawi,MWI,Rural,Milk,DQQ25,2022,11.69,9.04,14.63
Low,SSA,Malawi,MWI,All,Nuts or seeds,DQQ21,2022,40.53,36.54,44.59
Low,SSA,Malawi,MWI,Male,Nuts or seeds,DQQ21,2022,43.05,37.78,48.39
Low,SSA,Malawi,MWI,Female,Nuts or seeds,DQQ21,2022,38.24,33.38,43.23
Low,SSA,Malawi,MWI,Urban,Nuts or seeds,DQQ21,2022,40.66,26.03,56.19
Low,SSA,Malawi,MWI,Rural,Nuts or seeds,DQQ21,2022,40.52,36.45,44.66
Low,SSA,Malawi,MWI,All,Other fruits,DQQ10,2022,34.89,30.62,39.29
Low,SSA,Malawi,MWI,Male,Other fruits,DQQ10,2022,34.59,29.07,40.33
Low,SSA,Malawi,MWI,Female,Other fruits,DQQ10,2022,35.16,30.12,40.37
Low,SSA,Malawi,MWI,Urban,Other fruits,DQQ10,2022,43.91,31.06,57.2
Low,SSA,Malawi,MWI,Rural,Other fruits,DQQ10,2022,33.66,29.09,38.4
Low,SSA,Malawi,MWI,All,Other sweets,DQQ12,2022,17.64,14.87,20.58
Low,SSA,Malawi,MWI,Male,Other sweets,DQQ12,2022,17.86,13.74,22.39
Low,SSA,Malawi,MWI,Female,Other sweets,DQQ12,2022,17.43,13.7,21.51
Low,SSA,Malawi,MWI,Urban,Other sweets,DQQ12,2022,31.64,21.47,42.78
Low,SSA,Malawi,MWI,Rural,Other sweets,DQQ12,2022,15.74,12.97,18.72
Low,SSA,Malawi,MWI,All,Other vegetables,DQQ7,2022,66.7,62.74,70.55
Low,SSA,Malawi,MWI,Male,Other vegetables,DQQ7,2022,65.59,60.23,70.76
Low,SSA,Malawi,MWI,Female,Other vegetables,DQQ7,2022,67.72,62.91,72.34
Low,SSA,Malawi,MWI,Urban,Other vegetables,DQQ7,2022,66.25,58.83,73.28
Low,SSA,Malawi,MWI,Rural,Other vegetables,DQQ7,2022,66.77,62.39,71
Low,SSA,Malawi,MWI,All,Packaged ultra-processed salty snacks,DQQ22,2022,19.18,16.32,22.2
Low,SSA,Malawi,MWI,Male,Packaged ultra-processed salty snacks,DQQ22,2022,16.5,12.57,20.86
Low,SSA,Malawi,MWI,Female,Packaged ultra-processed salty snacks,DQQ22,2022,21.61,17.73,25.77
Low,SSA,Malawi,MWI,Urban,Packaged ultra-processed salty snacks,DQQ22,2022,25.62,15.4,37.41
Low,SSA,Malawi,MWI,Rural,Packaged ultra-processed salty snacks,DQQ22,2022,18.3,15.4,21.39
Low,SSA,Malawi,MWI,All,Poultry,DQQ19,2022,15.54,13.01,18.26
Low,SSA,Malawi,MWI,Male,Poultry,DQQ19,2022,15.76,12.15,19.73
Low,SSA,Malawi,MWI,Female,Poultry,DQQ19,2022,15.35,11.95,19.09
Low,SSA,Malawi,MWI,Urban,Poultry,DQQ19,2022,17.98,9.49,28.46
Low,SSA,Malawi,MWI,Rural,Poultry,DQQ19,2022,15.21,12.56,18.07
Low,SSA,Malawi,MWI,All,Processed meats,DQQ16,2022,2.94,1.84,4.29
Low,SSA,Malawi,MWI,Male,Processed meats,DQQ16,2022,4.24,2.46,6.49
Low,SSA,Malawi,MWI,Female,Processed meats,DQQ16,2022,1.75,0.68,3.32
Low,SSA,Malawi,MWI,Urban,Processed meats,DQQ16,2022,6.3,1.31,14.67
Low,SSA,Malawi,MWI,Rural,Processed meats,DQQ16,2022,2.48,1.47,3.75
Low,SSA,Malawi,MWI,All,Pulses,DQQ4,2022,47.02,43.48,50.57
Low,SSA,Malawi,MWI,Male,Pulses,DQQ4,2022,48.01,42.92,53.12
Low,SSA,Malawi,MWI,Female,Pulses,DQQ4,2022,46.11,41.19,51.08
Low,SSA,Malawi,MWI,Urban,Pulses,DQQ4,2022,53.24,43.97,62.39
Low,SSA,Malawi,MWI,Rural,Pulses,DQQ4,2022,46.17,42.35,50.02
Low,SSA,Malawi,MWI,All,Salty or fried snacks,NA,2022,38.33,34.78,41.95
Low,SSA,Malawi,MWI,Male,Salty or fried snacks,NA,2022,39.59,34.07,45.26
Low,SSA,Malawi,MWI,Female,Salty or fried snacks,NA,2022,37.19,32.71,41.78
Low,SSA,Malawi,MWI,Urban,Salty or fried snacks,NA,2022,54.19,41.58,66.53
Low,SSA,Malawi,MWI,Rural,Salty or fried snacks,NA,2022,36.18,32.49,39.96
Low,SSA,Malawi,MWI,All,"Salty snacks, instant noodles, or fast food",NA,2022,21.2,17.98,24.61
Low,SSA,Malawi,MWI,Male,"Salty snacks, instant noodles, or fast food",NA,2022,19.16,14.67,24.1
Low,SSA,Malawi,MWI,Female,"Salty snacks, instant noodles, or fast food",NA,2022,23.06,19.04,27.34
Low,SSA,Malawi,MWI,Urban,"Salty snacks, instant noodles, or fast food",NA,2022,32.45,17.93,48.95
Low,SSA,Malawi,MWI,Rural,"Salty snacks, instant noodles, or fast food",NA,2022,19.67,16.61,22.93
Low,SSA,Malawi,MWI,All,Sugar-sweetened beverages,NA,2022,38.38,34.22,42.63
Low,SSA,Malawi,MWI,Male,Sugar-sweetened beverages,NA,2022,41.95,35.81,48.22
Low,SSA,Malawi,MWI,Female,Sugar-sweetened beverages,NA,2022,35.13,30.23,40.19
Low,SSA,Malawi,MWI,Urban,Sugar-sweetened beverages,NA,2022,55.29,40.42,69.69
Low,SSA,Malawi,MWI,Rural,Sugar-sweetened beverages,NA,2022,36.09,31.72,40.57
Low,SSA,Malawi,MWI,All,Sugar-sweetened soft drink consumption,DQQ28,2022,11.43,9,14.12
Low,SSA,Malawi,MWI,Male,Sugar-sweetened soft drink consumption,DQQ28,2022,16.48,12.61,20.75
Low,SSA,Malawi,MWI,Female,Sugar-sweetened soft drink consumption,DQQ28,2022,6.83,4.33,9.85
Low,SSA,Malawi,MWI,Urban,Sugar-sweetened soft drink consumption,DQQ28,2022,17.59,10.2,26.49
Low,SSA,Malawi,MWI,Rural,Sugar-sweetened soft drink consumption,DQQ28,2022,10.6,8.04,13.46
Low,SSA,Malawi,MWI,All,Sweet foods,NA,2022,26.23,22.8,29.8
Low,SSA,Malawi,MWI,Male,Sweet foods,NA,2022,28.51,23.63,33.66
Low,SSA,Malawi,MWI,Female,Sweet foods,NA,2022,24.14,19.9,28.66
Low,SSA,Malawi,MWI,Urban,Sweet foods,NA,2022,42.86,29.15,57.15
Low,SSA,Malawi,MWI,Rural,Sweet foods,NA,2022,23.97,20.56,27.56
Low,SSA,Malawi,MWI,All,"Sweet tea, coffee, or cocoa",DQQ26,2022,30.05,26.08,34.18
Low,SSA,Malawi,MWI,Male,"Sweet tea, coffee, or cocoa",DQQ26,2022,30.97,25.47,36.76
Low,SSA,Malawi,MWI,Female,"Sweet tea, coffee, or cocoa",DQQ26,2022,29.21,24.49,34.17
Low,SSA,Malawi,MWI,Urban,"Sweet tea, coffee, or cocoa",DQQ26,2022,45.3,30.97,60.04
Low,SSA,Malawi,MWI,Rural,"Sweet tea, coffee, or cocoa",DQQ26,2022,27.98,23.87,32.29
Low,SSA,Malawi,MWI,All,Unprocessed red meat,NA,2022,24.3,20.75,28.03
Low,SSA,Malawi,MWI,Male,Unprocessed red meat,NA,2022,27.87,23.07,32.94
Low,SSA,Malawi,MWI,Female,Unprocessed red meat,NA,2022,21.04,16.65,25.8
Low,SSA,Malawi,MWI,Urban,Unprocessed red meat,NA,2022,35.46,23.17,48.81
Low,SSA,Malawi,MWI,Rural,Unprocessed red meat,NA,2022,22.78,19.17,26.61
Low,SSA,Malawi,MWI,All,Unprocessed red meat (non-ruminants),DQQ18,2022,13.9,11.11,16.95
Low,SSA,Malawi,MWI,Male,Unprocessed red meat (non-ruminants),DQQ18,2022,17.45,13.6,21.68
Low,SSA,Malawi,MWI,Female,Unprocessed red meat (non-ruminants),DQQ18,2022,10.66,7.49,14.32
Low,SSA,Malawi,MWI,Urban,Unprocessed red meat (non-ruminants),DQQ18,2022,16.24,8.74,25.51
Low,SSA,Malawi,MWI,Rural,Unprocessed red meat (non-ruminants),DQQ18,2022,13.58,10.57,16.91
Low,SSA,Malawi,MWI,All,Unprocessed red meat (ruminants),DQQ17,2022,14.1,11.56,16.84
Low,SSA,Malawi,MWI,Male,Unprocessed red meat (ruminants),DQQ17,2022,14.41,11.09,18.09
Low,SSA,Malawi,MWI,Female,Unprocessed red meat (ruminants),DQQ17,2022,13.81,10.27,17.78
Low,SSA,Malawi,MWI,Urban,Unprocessed red meat (ruminants),DQQ17,2022,25.41,15.77,36.46
Low,SSA,Malawi,MWI,Rural,Unprocessed red meat (ruminants),DQQ17,2022,12.56,10.08,15.28
Low,SSA,Malawi,MWI,All,Vitamin A-rich fruits,DQQ8,2022,12.82,10.05,15.87
Low,SSA,Malawi,MWI,Male,Vitamin A-rich fruits,DQQ8,2022,13.77,10.1,17.91
Low,SSA,Malawi,MWI,Female,Vitamin A-rich fruits,DQQ8,2022,11.95,8.49,15.92
Low,SSA,Malawi,MWI,Urban,Vitamin A-rich fruits,DQQ8,2022,13.19,5.02,24.46
Low,SSA,Malawi,MWI,Rural,Vitamin A-rich fruits,DQQ8,2022,12.77,9.85,16
Low,SSA,Malawi,MWI,All,Vitamin A-rich orange vegetables,DQQ5,2022,19.19,16.05,22.55
Low,SSA,Malawi,MWI,Male,Vitamin A-rich orange vegetables,DQQ5,2022,20.23,15.93,24.9
Low,SSA,Malawi,MWI,Female,Vitamin A-rich orange vegetables,DQQ5,2022,18.25,14.57,22.24
Low,SSA,Malawi,MWI,Urban,Vitamin A-rich orange vegetables,DQQ5,2022,25.16,15.42,36.37
Low,SSA,Malawi,MWI,Rural,Vitamin A-rich orange vegetables,DQQ5,2022,18.38,15.11,21.9
Low,SSA,Malawi,MWI,All,White roots or tubers,DQQ3,2022,42.67,38.27,47.12
Low,SSA,Malawi,MWI,Male,White roots or tubers,DQQ3,2022,42.9,37,48.9
Low,SSA,Malawi,MWI,Female,White roots or tubers,DQQ3,2022,42.45,37.16,47.83
Low,SSA,Malawi,MWI,Urban,White roots or tubers,DQQ3,2022,39.12,28.02,50.83
Low,SSA,Malawi,MWI,Rural,White roots or tubers,DQQ3,2022,43.15,38.46,47.9
Low,SSA,Malawi,MWI,All,Whole grains,DQQ2,2022,56.94,52.77,61.06
Low,SSA,Malawi,MWI,Male,Whole grains,DQQ2,2022,59.25,53.89,64.5
Low,SSA,Malawi,MWI,Female,Whole grains,DQQ2,2022,54.84,49.54,60.07
Low,SSA,Malawi,MWI,Urban,Whole grains,DQQ2,2022,57.07,47.66,66.22
Low,SSA,Malawi,MWI,Rural,Whole grains,DQQ2,2022,56.92,52.49,61.31
Low,SSA,Malawi,MWI,All,Yogurt,DQQ15,2022,3.06,1.9,4.48
Low,SSA,Malawi,MWI,Male,Yogurt,DQQ15,2022,3.11,1.49,5.29
Low,SSA,Malawi,MWI,Female,Yogurt,DQQ15,2022,3.02,1.64,4.81
Low,SSA,Malawi,MWI,Urban,Yogurt,DQQ15,2022,7.32,2.39,14.64
Low,SSA,Malawi,MWI,Rural,Yogurt,DQQ15,2022,2.48,1.4,3.87
Low,SSA,Malawi,MWI,All,Zero vegetable or fruit consumption,NA,2022,7.66,5.72,9.85
Low,SSA,Malawi,MWI,Male,Zero vegetable or fruit consumption,NA,2022,8.06,5.28,11.35
Low,SSA,Malawi,MWI,Female,Zero vegetable or fruit consumption,NA,2022,7.29,5.06,9.89
Low,SSA,Malawi,MWI,Urban,Zero vegetable or fruit consumption,NA,2022,7.42,2.97,13.67
Low,SSA,Malawi,MWI,Rural,Zero vegetable or fruit consumption,NA,2022,7.69,5.57,10.11
Low,Asia Pacific,Afghanistan,AFG,All,All-5,NA,2022,14.31,10.83,18.19
Low,Asia Pacific,Afghanistan,AFG,Male,All-5,NA,2022,20.17,16.22,24.43
Low,Asia Pacific,Afghanistan,AFG,Female,All-5,NA,2022,8.6,4.58,13.74
Low,Asia Pacific,Afghanistan,AFG,Urban,All-5,NA,2022,19.51,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,All-5,NA,2022,12.8,9.88,16.03
Low,Asia Pacific,Afghanistan,AFG,All,At least one vegetable,NA,2022,74.7,67.57,81.22
Low,Asia Pacific,Afghanistan,AFG,Male,At least one vegetable,NA,2022,82.08,73.09,89.56
Low,Asia Pacific,Afghanistan,AFG,Female,At least one vegetable,NA,2022,67.51,59.2,75.29
Low,Asia Pacific,Afghanistan,AFG,Urban,At least one vegetable,NA,2022,78.43,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,At least one vegetable,NA,2022,73.61,65.14,81.28
Low,Asia Pacific,Afghanistan,AFG,All,At least one fruit,NA,2022,45.54,37.63,53.56
Low,Asia Pacific,Afghanistan,AFG,Male,At least one fruit,NA,2022,54.47,46.4,62.43
Low,Asia Pacific,Afghanistan,AFG,Female,At least one fruit,NA,2022,36.82,27.9,46.22
Low,Asia Pacific,Afghanistan,AFG,Urban,At least one fruit,NA,2022,46.35,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,At least one fruit,NA,2022,45.3,37.16,53.57
Low,Asia Pacific,Afghanistan,AFG,All,"At least one pulse, nut, or seed",NA,2022,32.98,26.84,39.42
Low,Asia Pacific,Afghanistan,AFG,Male,"At least one pulse, nut, or seed",NA,2022,37.63,30.13,45.44
Low,Asia Pacific,Afghanistan,AFG,Female,"At least one pulse, nut, or seed",NA,2022,28.44,20.93,36.6
Low,Asia Pacific,Afghanistan,AFG,Urban,"At least one pulse, nut, or seed",NA,2022,40.77,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,"At least one pulse, nut, or seed",NA,2022,30.71,23.95,37.9
Low,Asia Pacific,Afghanistan,AFG,All,At least one animal-source food,NA,2022,65.67,56.78,74.04
Low,Asia Pacific,Afghanistan,AFG,Male,At least one animal-source food,NA,2022,73.9,63.69,82.95
Low,Asia Pacific,Afghanistan,AFG,Female,At least one animal-source food,NA,2022,57.64,46.29,68.6
Low,Asia Pacific,Afghanistan,AFG,Urban,At least one animal-source food,NA,2022,58.93,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,At least one animal-source food,NA,2022,67.63,58.22,76.37
Low,Asia Pacific,Afghanistan,AFG,All,At least one starchy staple food,NA,2022,97.47,94.86,99.17
Low,Asia Pacific,Afghanistan,AFG,Male,At least one starchy staple food,NA,2022,99.49,98.26,99.99
Low,Asia Pacific,Afghanistan,AFG,Female,At least one starchy staple food,NA,2022,95.5,90.22,98.8
Low,Asia Pacific,Afghanistan,AFG,Urban,At least one starchy staple food,NA,2022,94.7,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,At least one starchy staple food,NA,2022,98.27,96.64,99.37
Low,Asia Pacific,Afghanistan,AFG,All,Baked or grain-based sweets,DQQ11,2022,8.58,4.94,13.11
Low,Asia Pacific,Afghanistan,AFG,Male,Baked or grain-based sweets,DQQ11,2022,12.03,6.26,19.35
Low,Asia Pacific,Afghanistan,AFG,Female,Baked or grain-based sweets,DQQ11,2022,5.22,2.37,9.12
Low,Asia Pacific,Afghanistan,AFG,Urban,Baked or grain-based sweets,DQQ11,2022,15.41,NA,NA
Low,Asia Pacific,Afghanistan,AFG,Rural,Baked or grain-based sweets,DQQ11,2022,6.59,3.35,10.82
Low,Asia Pacific,Afghanistan,AFG,All,Cheese,DQQ14,2022,7.03,3.42,11.81
Low,Asia Pacific,Afghanistan,AFG,Male,Cheese,DQQ14,2022,7.41,3.35,12.89
Low,Asia Pacific,Afghanistan,AFG,Female,Cheese,DQQ14,2022,6.66,2.64,12.33
